Compound,X,Xprime,GroupCat,AtomicMassofB,AtomicMassofBprime,AtomicMassofA,AtomicMassofAprime,ARENofB,ARENofBprime,ARENofA,ARENofAprime,r_XIIofA,r_XIIofAprime,r_VIofBprime,r_VIofB,r_VIIofB,CrystalRadiusofA,CrystalRadiusofAprime,CrystalRadiusofBprime,CrystalRadiusofB,IonicRadiiofB,IonicRadiiofBprime,IonicRadiiofA,IonicRadiiofAprime,IonizationPotentialofB,IonizationPotentialofBprime,IonizationPotentialofA,IonizationPotentialofAprime,PaulingENofB,PaulingENofBprime,PaulingENofA,PaulingENofAprime,ZungerRadiiofB,ZungerRadiiofBprime,ZungerRadiiofA,ZungerRadiiofAprime,BoilingPtofA,BoilingPtofAprime,BoilingPtofB,BoilingPtofBprime,CoefficientofLinearThermalExpansionatSpecofA,CoefficientofLinearThermalExpansionatSpecofAprime,CoefficientofLinearThermalExpansionatSpecofB,CoefficientofLinearThermalExpansionatSpecofBprime,DensityatSpecofA,DensityatSpecofAprime,DensityatSpecofB,DensityatSpecofBprime,EnthalpyofFusionofA,EnthalpyofFusionofAprime,EnthalpyofFusionofB,EnthalpyofFusionofBprime,MeltingPtofA,MeltingPtofAprime,MeltingPtofB,MeltingPtofBprime,SpecificHeatCapacityofA,SpecificHeatCapacityofAprime,SpecificHeatCapacityofB,SpecificHeatCapacityofBprime,ThermalHeatConductivityofA,ThermalHeatConductivityofAprime,ThermalHeatConductivityofB,ThermalHeatConductivityofBprime,rA,rB,ToleranceBVP,Vc
Sr2MnTiO6,O,O,3,54.938049,47.867,87.62,87.62,1.6,1.32,0.99,0.99,1.571,1.571,0.755,0.693,0.75,1.32,1.32,0.745,0.67,0.53,0.61,1.18,1.18,7.43402,6.8281,5.6949,5.6949,1.55,1.54,0.95,0.95,0.99,1.15,1.42,1.42,1382,1382,2061,3287,22.5,22.5,21.7,8.6,2.64,2.64,7.3,4.51,84.8,84.8,235,295.6,777,777,1246,1670,0.306,0.306,0.479,0.522,0.353,0.353,0.0782,0.219,1.571,0.724,1.01678591441561,77.4417824054886
Sr2MnUO6,O,O,5,54.938049,238.02891,87.62,87.62,1.6,-300,0.99,0.99,1.571,1.571,0.84,0.986,1.044,1.32,1.32,0.87,0.81,0.83,0.73,1.18,1.18,7.43402,6.19405,5.6949,5.6949,1.55,1.7,0.95,0.95,0.99,-300,1.42,1.42,1382,1382,2061,4131,22.5,22.5,21.7,13.9,2.64,2.64,7.3,19.1,84.8,84.8,235,38.4,777,777,1246,1135,0.306,0.306,0.479,0.116,0.353,0.353,0.0782,0.276,1.571,0.913,0.926266584305129,52.7940969244176
Sr2MnWO6,O,O,5,54.938049,183.84,87.62,87.62,1.6,1.4,0.99,0.99,1.571,1.571,0.71,0.986,1.044,1.32,1.32,0.74,0.81,0.83,0.6,1.18,1.18,7.43402,7.864,5.6949,5.6949,1.55,1.7,0.95,0.95,0.99,1.22,1.42,1.42,1382,1382,2061,5555,22.5,22.5,21.7,4.5,2.64,2.64,7.3,19.3,84.8,84.8,235,284.5,777,777,1246,3414,0.306,0.306,0.479,0.132,0.353,0.353,0.0782,1.74,1.571,0.848,0.955521845714183,54.3196486371168
Sr2NaIO6,O,O,5,22.98977,126.90447,87.62,87.62,1.01,2.21,0.99,0.99,1.571,1.571,-300,1.256,1.313,1.32,1.32,0.67,1.16,1.02,0.53,1.18,1.18,5.13908,10.45126,5.6949,5.6949,0.93,2.66,0.95,0.95,1.1,0.755,1.42,1.42,1382,1382,882.94,184.4,22.5,22.5,71,-300,2.64,2.64,0.97,-300,84.8,84.8,113.1,-300,777,777,97.79,-300,0.306,0.306,1.225,-300,0.353,0.353,1.41,-300,1.571,-149.372,-300,-0.481754307683035
Sr2NaReO6,O,O,5,22.98977,186.207,87.62,87.62,1.01,1.46,0.99,0.99,1.571,1.571,0.7,1.256,1.313,1.32,1.32,0.67,1.16,1.02,0.53,1.18,1.18,5.13908,7.8335,5.6949,5.6949,0.93,1.9,0.95,0.95,1.1,1.19,1.42,1.42,1382,1382,882.94,5596,22.5,22.5,71,6.2,2.64,2.64,0.97,20.8,84.8,84.8,113.1,324.5,777,777,97.79,3186,0.306,0.306,1.225,0.137,0.353,0.353,1.41,0.479,1.571,0.978,0.898749523985278,29.7194008373775
Sr2NdSbO6,O,O,5,144.24,121.76,87.62,87.62,-300,1.82,0.99,0.99,1.571,1.571,0.799,1.151,1.209,1.32,1.32,0.74,1.123,0.98,0.6,1.18,1.18,5.525,8.6084,5.6949,5.6949,1.14,2.05,0.95,0.95,-300,0.83,1.42,1.42,1382,1382,3074,1587,22.5,22.5,9.6,11,2.64,2.64,7.01,6.68,84.8,84.8,49.5,162.5,777,777,1021,630.63,0.306,0.306,0.191,0.207,0.353,0.353,0.165,0.243,1.571,0.975,0.899983505025075,63.9509305401153
Sr2NiMoO6,O,O,5,58.6934,95.94,87.62,87.62,1.75,1.3,0.99,0.99,1.571,1.571,0.7,0.85,0.908,1.32,1.32,0.73,0.83,0.69,0.59,1.18,1.18,7.6398,7.09243,5.6949,5.6949,1.91,2.16,0.95,0.95,0.96,1.22,1.42,1.42,1382,1382,2913,4639,22.5,22.5,13.4,4.8,2.64,2.64,8.9,10.2,84.8,84.8,290.3,390.7,777,777,1455,2622,0.306,0.306,0.445,0.251,0.353,0.353,0.907,1.38,1.571,0.775,0.990661943818533,56.3955426102135
Sr2NiOsO6,O,O,5,58.6934,190.23,87.62,87.62,1.75,1.52,0.99,0.99,1.571,1.571,0.82,0.85,0.908,1.32,1.32,0.685,0.83,0.69,0.55,1.18,1.18,7.6398,8.4382,5.6949,5.6949,1.91,2.2,0.95,0.95,0.96,1.17,1.42,1.42,1382,1382,2913,5012,22.5,22.5,13.4,5.1,2.64,2.64,8.9,22.59,84.8,84.8,290.3,304.1,777,777,1455,3033,0.306,0.306,0.445,0.13,0.353,0.353,0.907,0.876,1.571,0.835,0.961596067716278,54.8758745209814
Sr2NiReO6,O,O,5,58.6934,186.207,87.62,87.62,1.75,1.46,0.99,0.99,1.571,1.571,0.65,0.85,0.908,1.32,1.32,0.69,0.83,0.69,0.55,1.18,1.18,7.6398,7.8335,5.6949,5.6949,1.91,1.9,0.95,0.95,0.96,1.19,1.42,1.42,1382,1382,2913,5596,22.5,22.5,13.4,6.2,2.64,2.64,8.9,20.8,84.8,84.8,290.3,324.5,777,777,1455,3186,0.306,0.306,0.445,0.137,0.353,0.353,0.907,0.479,1.571,0.75,1.00329793799989,57.0538688219658
Sr2NiUO6,O,O,5,58.6934,238.02891,87.62,87.62,1.75,-300,0.99,0.99,1.571,1.571,0.84,0.85,0.908,1.32,1.32,0.87,0.83,0.69,0.73,1.18,1.18,7.6398,6.19405,5.6949,5.6949,1.91,1.7,0.95,0.95,0.96,-300,1.42,1.42,1382,1382,2913,4131,22.5,22.5,13.4,13.9,2.64,2.64,8.9,19.1,84.8,84.8,290.3,38.4,777,777,1455,1135,0.306,0.306,0.445,0.116,0.353,0.353,0.907,0.276,1.571,0.845,0.956916768116685,54.6305233837524
Sr2NiWO6,O,O,5,58.6934,183.84,87.62,87.62,1.75,1.4,0.99,0.99,1.571,1.571,0.71,0.85,0.908,1.32,1.32,0.74,0.83,0.69,0.6,1.18,1.18,7.6398,7.864,5.6949,5.6949,1.91,1.7,0.95,0.95,0.96,1.22,1.42,1.42,1382,1382,2913,5555,22.5,22.5,13.4,4.5,2.64,2.64,8.9,19.3,84.8,84.8,290.3,284.5,777,777,1455,3414,0.306,0.306,0.445,0.132,0.353,0.353,0.907,1.74,1.571,0.78,0.98817284345718,56.2656962617138
Sr2PrSbO6,O,O,5,140.90765,121.76,87.62,87.62,-300,1.82,0.99,0.99,1.571,1.571,0.799,1.184,1.242,1.32,1.32,0.74,1.13,0.99,0.6,1.18,1.18,5.473,8.6084,5.6949,5.6949,1.13,2.05,0.95,0.95,-300,0.83,1.42,1.42,1382,1382,3520,1587,22.5,22.5,6.7,11,2.64,2.64,6.77,6.68,84.8,84.8,48.9,162.5,777,777,931,630.63,0.306,0.306,0.193,0.207,0.353,0.353,0.125,0.243,1.571,0.9915,0.893238227790047,63.4494059153908
Sr2ScBiO6,O,O,3,44.95591,208.98038,87.62,87.62,1.2,1.67,0.99,0.99,1.571,1.571,0.917,0.895,0.953,1.32,1.32,0.9,0.885,0.75,0.76,1.18,1.18,6.5615,7.2856,5.6949,5.6949,1.36,1.9,0.95,0.95,1.22,0.92,1.42,1.42,1382,1382,2836,1564,22.5,22.5,10.2,13.4,2.64,2.64,2.99,9.79,84.8,84.8,314,53.3,777,777,1541,271.4,0.306,0.306,0.567,0.122,0.353,0.353,0.158,0.0787,1.571,0.906,0.929330793232414,66.3814745922906
Sr2ScIrO6,O,O,5,44.95591,192.217,87.62,87.62,1.2,1.55,0.99,0.99,1.571,1.571,0.773,0.895,0.953,1.32,1.32,0.71,0.885,0.75,0.57,1.18,1.18,6.5615,8.967,5.6949,5.6949,1.36,2.2,0.95,0.95,1.22,1.16,1.42,1.42,1382,1382,2836,4428,22.5,22.5,10.2,6.4,2.64,2.64,2.99,22.5,84.8,84.8,314,213.9,777,777,1541,2446,0.306,0.306,0.567,0.131,0.353,0.353,0.158,1.47,1.571,0.834,0.962066515890307,68.5258207018473
Sr2ScNbO6,O,O,5,44.95591,92.90638,87.62,87.62,1.2,1.23,0.99,0.99,1.571,1.571,0.768,0.895,0.953,1.32,1.32,0.78,0.885,0.75,0.64,1.18,1.18,6.5615,6.75885,5.6949,5.6949,1.36,1.6,0.95,0.95,1.22,1.23,1.42,1.42,1382,1382,2836,4744,22.5,22.5,10.2,7.3,2.64,2.64,2.99,8.57,84.8,84.8,314,323,777,777,1541,2477,0.306,0.306,0.567,0.265,0.353,0.353,0.158,0.537,1.571,0.8315,0.963244652696443,68.6027686678153
Sr2ScOsO6,O,O,5,44.95591,190.23,87.62,87.62,1.2,1.52,0.99,0.99,1.571,1.571,-300,0.895,0.953,1.32,1.32,0.715,0.885,0.75,0.58,1.18,1.18,6.5615,8.4382,5.6949,5.6949,1.36,2.2,0.95,0.95,1.22,1.17,1.42,1.42,1382,1382,2836,5012,22.5,22.5,10.2,5.1,2.64,2.64,2.99,22.59,84.8,84.8,314,304.1,777,777,1541,3033,0.306,0.306,0.567,0.13,0.353,0.353,0.158,0.876,1.571,-149.5525,-300,-1.03089569881724
Sr2ScSbO6,O,O,5,44.95591,121.76,87.62,87.62,1.2,1.82,0.99,0.99,1.571,1.571,0.799,0.895,0.953,1.32,1.32,0.74,0.885,0.75,0.6,1.18,1.18,6.5615,8.6084,5.6949,5.6949,1.36,2.05,0.95,0.95,1.22,0.83,1.42,1.42,1382,1382,2836,1587,22.5,22.5,10.2,11,2.64,2.64,2.99,6.68,84.8,84.8,314,162.5,777,777,1541,630.63,0.306,0.306,0.567,0.207,0.353,0.353,0.158,0.243,1.571,0.847,0.955986367758769,68.1284577234947
Sr2SmNbO6,O,O,5,150.36,92.90638,87.62,87.62,-300,1.23,0.99,0.99,1.571,1.571,0.768,1.134,1.192,1.32,1.32,0.78,1.098,0.96,0.64,1.18,1.18,5.6436,6.75885,5.6949,5.6949,1.17,1.6,0.95,0.95,-300,1.23,1.42,1.42,1382,1382,1794,4744,22.5,22.5,12.7,7.3,2.64,2.64,7.52,8.57,84.8,84.8,57.3,323,777,777,1074,2477,0.306,0.306,0.196,0.265,0.353,0.353,0.133,0.537,1.571,0.951,0.909978694345113,64.6335808031753
Sr2SmSbO6,O,O,5,150.36,121.76,87.62,87.62,-300,1.82,0.99,0.99,1.571,1.571,0.799,1.134,1.192,1.32,1.32,0.74,1.098,0.96,0.6,1.18,1.18,5.6436,8.6084,5.6949,5.6949,1.17,2.05,0.95,0.95,-300,0.83,1.42,1.42,1382,1382,1794,1587,22.5,22.5,12.7,11,2.64,2.64,7.52,6.68,84.8,84.8,57.3,162.5,777,777,1074,630.63,0.306,0.306,0.196,0.207,0.353,0.353,0.133,0.243,1.571,0.9665,0.903498257973714,64.212398558623
Sr2TbIrO6,O,O,5,158.92534,192.217,87.62,87.62,-300,1.55,0.99,0.99,1.571,1.571,0.773,1.078,1.136,1.32,1.32,0.71,1.063,0.92,0.57,1.18,1.18,5.8638,8.967,5.6949,5.6949,-300,2.2,0.95,0.95,-300,1.16,1.42,1.42,1382,1382,3230,4428,22.5,22.5,10.3,6.4,2.64,2.64,8.23,22.5,84.8,84.8,67.9,213.9,777,777,1356,2446,0.306,0.306,0.182,0.131,0.353,0.353,0.111,1.47,1.571,0.9255,0.920844747590629,65.4516374998446
Sr2TbReO6,O,O,3,158.92534,186.207,87.62,87.62,-300,1.46,0.99,0.99,1.571,1.571,0.717,1.078,1.136,1.32,1.32,0.72,1.063,0.92,0.58,1.18,1.18,5.8638,7.8335,5.6949,5.6949,-300,1.9,0.95,0.95,-300,1.19,1.42,1.42,1382,1382,3230,5596,22.5,22.5,10.3,6.2,2.64,2.64,8.23,20.8,84.8,84.8,67.9,324.5,777,777,1356,3186,0.306,0.306,0.182,0.137,0.353,0.353,0.111,0.479,1.571,0.8975,0.933078983857551,66.2465198663751
Sr2TbRuO6,O,O,5,158.92534,101.07,87.62,87.62,-300,1.42,0.99,0.99,1.571,1.571,0.757,1.078,1.136,1.32,1.32,0.705,1.063,0.92,0.57,1.18,1.18,5.8638,7.3605,5.6949,5.6949,-300,2.2,0.95,0.95,-300,1.145,1.42,1.42,1382,1382,3230,4150,22.5,22.5,10.3,6.4,2.64,2.64,8.23,12.1,84.8,84.8,67.9,381.8,777,777,1356,2333,0.306,0.306,0.182,0.238,0.353,0.353,0.111,1.17,1.571,0.9175,0.924307383539266,65.6767935866099
Sr2TiMoO6,O,O,5,47.867,95.94,87.62,87.62,1.32,1.3,0.99,0.99,1.571,1.571,0.7,-300,0,1.32,1.32,0.73,1,0.86,0.59,1.18,1.18,6.8281,7.09243,5.6949,5.6949,1.54,2.16,0.95,0.95,1.15,1.22,1.42,1.42,1382,1382,3287,4639,22.5,22.5,8.6,4.8,2.64,2.64,4.51,10.2,84.8,84.8,295.6,390.7,777,777,1670,2622,0.306,0.306,0.522,0.251,0.353,0.353,0.219,1.38,1.571,-149.65,-300,74.1795014596669
Sr2TiRuO6,O,O,5,47.867,101.07,87.62,87.62,1.32,1.42,0.99,0.99,1.571,1.571,0.774,0.755,0.812,1.32,1.32,0.76,0.745,0.61,0.62,1.18,1.18,6.8281,7.3605,5.6949,5.6949,1.54,2.2,0.95,0.95,1.15,1.145,1.42,1.42,1382,1382,3287,4150,22.5,22.5,8.6,6.4,2.64,2.64,4.51,12.1,84.8,84.8,295.6,381.8,777,777,1670,2333,0.306,0.306,0.522,0.238,0.353,0.353,0.219,1.17,1.571,0.7645,0.995930087860111,75.82109366167
Sr2TiZrO6,O,O,5,47.867,91.224,87.62,87.62,1.32,1.22,0.99,0.99,1.571,1.571,0.868,0.755,0.812,1.32,1.32,0.86,0.745,0.61,0.72,1.18,1.18,6.8281,6.6339,5.6949,5.6949,1.54,1.33,0.95,0.95,1.15,1.265,1.42,1.42,1382,1382,3287,4409,22.5,22.5,8.6,5.7,2.64,2.64,4.51,6.52,84.8,84.8,295.6,230.2,777,777,1670,1854,0.306,0.306,0.522,0.278,0.353,0.353,0.219,0.227,1.571,0.8115,0.972774651733756,74.1981132161343
Sr2TmReO6,O,O,3,168.93421,186.207,87.62,87.62,-300,1.46,0.99,0.99,1.571,1.571,0.717,1.046,1.104,1.32,1.32,0.72,1.02,0.88,0.58,1.18,1.18,6.18431,7.8335,5.6949,5.6949,1.25,1.9,0.95,0.95,-300,1.19,1.42,1.42,1382,1382,1950,5596,22.5,22.5,13.3,6.2,2.64,2.64,9.32,20.8,84.8,84.8,99.7,324.5,777,777,1545,3186,0.306,0.306,0.16,0.137,0.353,0.353,0.169,0.479,1.571,0.8815,0.940217049237288,66.7767226955841
Sr2TmRuO6,O,O,5,168.93421,101.07,87.62,87.62,-300,1.42,0.99,0.99,1.571,1.571,0.757,1.046,1.104,1.32,1.32,0.705,1.02,0.88,0.57,1.18,1.18,6.18431,7.3605,5.6949,5.6949,1.25,2.2,0.95,0.95,-300,1.145,1.42,1.42,1382,1382,1950,4150,22.5,22.5,13.3,6.4,2.64,2.64,9.32,12.1,84.8,84.8,99.7,381.8,777,777,1545,2333,0.306,0.306,0.16,0.238,0.353,0.353,0.169,1.17,1.571,0.9015,0.931311370343258,66.1978801756744
Sr2TmSbO6,O,O,5,168.93421,121.76,87.62,87.62,-300,1.82,0.99,0.99,1.571,1.571,0.799,1.046,1.104,1.32,1.32,0.74,1.02,0.88,0.6,1.18,1.18,6.18431,8.6084,5.6949,5.6949,1.25,2.05,0.95,0.95,-300,0.83,1.42,1.42,1382,1382,1950,1587,22.5,22.5,13.3,11,2.64,2.64,9.32,6.68,84.8,84.8,99.7,162.5,777,777,1545,630.63,0.306,0.306,0.16,0.207,0.353,0.353,0.169,0.243,1.571,0.9225,0.922140191549725,65.6007984910321
Sr2TmTaO6,O,O,5,168.93421,180.9479,87.62,87.62,-300,1.33,0.99,0.99,1.571,1.571,0.777,1.046,1.104,1.32,1.32,0.78,1.02,0.88,0.64,1.18,1.18,6.18431,7.5496,5.6949,5.6949,1.25,1.5,0.95,0.95,-300,1.28,1.42,1.42,1382,1382,1950,5458,22.5,22.5,13.3,6.3,2.64,2.64,9.32,16.4,84.8,84.8,99.7,202.1,777,777,1545,3007,0.306,0.306,0.16,0.14,0.353,0.353,0.169,0.575,1.571,0.9115,0.926921498222856,65.9122058733098
Sr2VMoO6,O,O,3,50.9415,95.94,87.62,87.62,1.45,1.3,0.99,0.99,1.571,1.571,1.18,0.724,0.781,1.32,1.32,0.79,0.72,0.58,0.65,1.18,1.18,6.7462,7.09243,5.6949,5.6949,1.63,2.16,0.95,0.95,1.09,1.22,1.42,1.42,1382,1382,3407,4639,22.5,22.5,8.4,4.8,2.64,2.64,6,10.2,84.8,84.8,422,390.7,777,777,1910,2622,0.306,0.306,0.489,0.251,0.353,0.353,0.307,1.38,1.571,0.952,0.909557797631725,69.802570519051
Sr2VTaO6,O,O,3,50.9415,180.9479,87.62,87.62,1.45,1.33,0.99,0.99,1.571,1.571,0.777,0.789,0.847,1.32,1.32,0.78,0.78,0.64,0.64,1.18,1.18,6.7462,7.5496,5.6949,5.6949,1.63,1.5,0.95,0.95,1.09,1.28,1.42,1.42,1382,1382,3407,5458,22.5,22.5,8.4,6.3,2.64,2.64,6,16.4,84.8,84.8,422,202.1,777,777,1910,3007,0.306,0.306,0.489,0.14,0.353,0.353,0.307,0.575,1.571,0.783,0.986685378063115,70.3773531972456
Sr2YbMoO6,O,O,5,173.04,95.94,87.62,87.62,-300,1.3,0.99,0.99,1.571,1.571,0.707,1.011,1.069,1.32,1.32,0.75,1.008,-300,0.61,1.18,1.18,6.25416,7.09243,5.6949,5.6949,-300,2.16,0.95,0.95,-300,1.22,1.42,1.42,1382,1382,1196,4639,22.5,22.5,26.3,4.8,2.64,2.64,6.9,10.2,84.8,84.8,44.3,390.7,777,777,819,2622,0.306,0.306,0.154,0.251,0.353,0.353,0.385,1.38,1.571,0.859,0.950441739236244,67.5153295725755
Sr2YbNbO6,O,O,5,173.04,92.90638,87.62,87.62,-300,1.23,0.99,0.99,1.571,1.571,0.768,1.011,1.069,1.32,1.32,0.78,1.008,-300,0.64,1.18,1.18,6.25416,6.75885,5.6949,5.6949,-300,1.6,0.95,0.95,-300,1.23,1.42,1.42,1382,1382,1196,4744,22.5,22.5,26.3,7.3,2.64,2.64,6.9,8.57,84.8,84.8,44.3,323,777,777,819,2477,0.306,0.306,0.154,0.265,0.353,0.353,0.385,0.537,1.571,0.8895,0.936634416994422,66.6171778474132
Sr2YbReO6,O,O,3,173.04,186.207,87.62,87.62,-300,1.46,0.99,0.99,1.571,1.571,0.717,1.011,1.069,1.32,1.32,0.72,1.008,-300,0.58,1.18,1.18,6.25416,7.8335,5.6949,5.6949,-300,1.9,0.95,0.95,-300,1.19,1.42,1.42,1382,1382,1196,5596,22.5,22.5,26.3,6.2,2.64,2.64,6.9,20.8,84.8,84.8,44.3,324.5,777,777,819,3186,0.306,0.306,0.154,0.137,0.353,0.353,0.385,0.479,1.571,0.864,0.948150413924681,67.3664355675438
Sr2YbSbO6,O,O,5,173.04,121.76,87.62,87.62,-300,1.82,0.99,0.99,1.571,1.571,0.799,1.011,1.069,1.32,1.32,0.74,1.008,-300,0.6,1.18,1.18,6.25416,8.6084,5.6949,5.6949,-300,2.05,0.95,0.95,-300,0.83,1.42,1.42,1382,1382,1196,1587,22.5,22.5,26.3,11,2.64,2.64,6.9,6.68,84.8,84.8,44.3,162.5,777,777,819,630.63,0.306,0.306,0.154,0.207,0.353,0.353,0.385,0.243,1.571,0.905,0.929770193134652,66.1698363002143
Sr2YbTaO6,O,O,5,173.04,180.9479,87.62,87.62,-300,1.33,0.99,0.99,1.571,1.571,0.777,1.011,1.069,1.32,1.32,0.78,1.008,-300,0.64,1.18,1.18,6.25416,7.5496,5.6949,5.6949,-300,1.5,0.95,0.95,-300,1.28,1.42,1.42,1382,1382,1196,5458,22.5,22.5,26.3,6.3,2.64,2.64,6.9,16.4,84.8,84.8,44.3,202.1,777,777,819,3007,0.306,0.306,0.154,0.14,0.353,0.353,0.385,0.575,1.571,0.894,0.934631158973283,66.4866826120549
Sr2YIrO6,O,O,5,88.90585,192.217,87.62,87.62,1.11,1.55,0.99,0.99,1.571,1.571,0.773,1.065,1.123,1.32,1.32,0.71,1.04,0.9,0.57,1.18,1.18,6.2171,8.967,5.6949,5.6949,1.22,2.2,0.95,0.95,1.32,1.16,1.42,1.42,1382,1382,3345,4428,22.5,22.5,10.6,6.4,2.64,2.64,4.47,22.5,84.8,84.8,128,213.9,777,777,1522,2446,0.306,0.306,0.298,0.131,0.353,0.353,0.172,1.47,1.571,0.919,0.923656157106523,65.6608918713748
Sr2YNbO6,O,O,5,88.90585,92.90638,87.62,87.62,1.11,1.23,0.99,0.99,1.571,1.571,0.768,1.065,1.123,1.32,1.32,0.78,1.04,0.9,0.64,1.18,1.18,6.2171,6.75885,5.6949,5.6949,1.22,1.6,0.95,0.95,1.32,1.23,1.42,1.42,1382,1382,3345,4744,22.5,22.5,10.6,7.3,2.64,2.64,4.47,8.57,84.8,84.8,128,323,777,777,1522,2477,0.306,0.306,0.298,0.265,0.353,0.353,0.172,0.537,1.571,0.9165,0.924742044899971,65.7315369348819
Sr2YOsO6,O,O,5,88.90585,190.23,87.62,87.62,1.11,1.52,0.99,0.99,1.571,1.571,-300,1.065,1.123,1.32,1.32,0.715,1.04,0.9,0.58,1.18,1.18,6.2171,8.4382,5.6949,5.6949,1.22,2.2,0.95,0.95,1.32,1.17,1.42,1.42,1382,1382,3345,5012,22.5,22.5,10.6,5.1,2.64,2.64,4.47,22.59,84.8,84.8,128,304.1,777,777,1522,3033,0.306,0.306,0.298,0.13,0.353,0.353,0.172,0.876,1.571,-149.4675,-300,-1.03157282161153
Sr2YReO6,O,O,3,88.90585,186.207,87.62,87.62,1.11,1.46,0.99,0.99,1.571,1.571,0.717,1.065,1.123,1.32,1.32,0.72,1.04,0.9,0.58,1.18,1.18,6.2171,7.8335,5.6949,5.6949,1.22,1.9,0.95,0.95,1.32,1.19,1.42,1.42,1382,1382,3345,5596,22.5,22.5,10.6,6.2,2.64,2.64,4.47,20.8,84.8,84.8,128,324.5,777,777,1522,3186,0.306,0.306,0.298,0.137,0.353,0.353,0.172,0.479,1.571,0.891,0.935965710842355,66.4608960357277
Sr2YTaO6,O,O,5,88.90585,180.9479,87.62,87.62,1.11,1.33,0.99,0.99,1.571,1.571,0.777,1.065,1.123,1.32,1.32,0.78,1.04,0.9,0.64,1.18,1.18,6.2171,7.5496,5.6949,5.6949,1.22,1.5,0.95,0.95,1.32,1.28,1.42,1.42,1382,1382,3345,5458,22.5,22.5,10.6,6.3,2.64,2.64,4.47,16.4,84.8,84.8,128,202.1,777,777,1522,3007,0.306,0.306,0.298,0.14,0.353,0.353,0.172,0.575,1.571,0.921,0.922789281313838,65.6044850599169
Sr2ZnMoO6,O,O,5,65.409,95.94,87.62,87.62,1.66,1.3,0.99,0.99,1.571,1.571,0.7,0.9,0.958,1.32,1.32,0.73,0.88,0.74,0.59,1.18,1.18,9.3942,7.09243,5.6949,5.6949,1.65,2.16,0.95,0.95,0.82,1.22,1.42,1.42,1382,1382,907,4639,22.5,22.5,30.2,4.8,2.64,2.64,7.14,10.2,84.8,84.8,108.1,390.7,777,777,419.53,2622,0.306,0.306,0.388,0.251,0.353,0.353,1.16,1.38,1.571,0.8,0.978340277850641,55.6607283508475
Sr2ZnReO6,O,O,5,65.409,186.207,87.62,87.62,1.66,1.46,0.99,0.99,1.571,1.571,0.65,0.9,0.958,1.32,1.32,0.69,0.88,0.74,0.55,1.18,1.18,9.3942,7.8335,5.6949,5.6949,1.65,1.9,0.95,0.95,0.82,1.19,1.42,1.42,1382,1382,907,5596,22.5,22.5,30.2,6.2,2.64,2.64,7.14,20.8,84.8,84.8,108.1,324.5,777,777,419.53,3186,0.306,0.306,0.388,0.137,0.353,0.353,1.16,0.479,1.571,0.775,0.990661943818533,56.3019132815575
Sr2ZnWO6,O,O,5,65.409,183.84,87.62,87.62,1.66,1.4,0.99,0.99,1.571,1.571,0.71,0.9,0.958,1.32,1.32,0.74,0.88,0.74,0.6,1.18,1.18,9.3942,7.864,5.6949,5.6949,1.65,1.7,0.95,0.95,0.82,1.22,1.42,1.42,1382,1382,907,5555,22.5,22.5,30.2,4.5,2.64,2.64,7.14,19.3,84.8,84.8,108.1,284.5,777,777,419.53,3414,0.306,0.306,0.388,0.132,0.353,0.353,1.16,1.74,1.571,0.805,0.975912634481285,55.5342398687804
Sr2ZrMnO6,O,O,3,91.224,54.938049,87.62,87.62,1.22,1.6,0.99,0.99,1.571,1.571,0.693,0.868,0.925,1.32,1.32,0.67,0.86,0.72,0.53,1.18,1.18,6.6339,7.43402,5.6949,5.6949,1.33,1.55,0.95,0.95,1.265,0.99,1.42,1.42,1382,1382,4409,2061,22.5,22.5,5.7,21.7,2.64,2.64,6.52,7.3,84.8,84.8,230.2,235,777,777,1854,1246,0.306,0.306,0.278,0.479,0.353,0.353,0.227,0.0782,1.571,0.7805,0.987924621190549,74.9786318809846
Sr2ZrMoO6,O,O,3,91.224,95.94,87.62,87.62,1.22,1.3,0.99,0.99,1.571,1.571,1.18,0.868,0.925,1.32,1.32,0.79,0.86,0.72,0.65,1.18,1.18,6.6339,7.09243,5.6949,5.6949,1.33,2.16,0.95,0.95,1.265,1.22,1.42,1.42,1382,1382,4409,4639,22.5,22.5,5.7,4.8,2.64,2.64,6.52,10.2,84.8,84.8,230.2,390.7,777,777,1854,2622,0.306,0.306,0.278,0.251,0.353,0.353,0.227,1.38,1.571,1.024,0.880243490814588,67.4229017138415
Sr3TeO6,O,O,4,87.62,127.6,87.62,87.62,0.99,2.01,0.99,0.99,1.571,1.571,0.71,1.314,1.372,1.32,1.32,0.7,1.32,1.18,0.56,1.18,1.18,5.6949,9.0096,5.6949,5.6949,0.95,2.1,0.95,0.95,1.42,0.79,1.42,1.42,1382,1382,1382,-300,22.5,22.5,22.5,-300,2.64,2.64,2.64,-300,84.8,84.8,84.8,-300,777,777,777,-300,0.306,0.306,0.306,-300,0.353,0.353,0.353,-300,1.571,1.012,0.884997281044009,50.1374296635765
